UID,Titulo,Descripción,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_justificacion,ds_score_relevancia,ds_calidad_datos,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_reto_sugerido,ds_justificacion_sugerida,latitud,longitud
76kv-72xj,Corregimiento. Bogotá D.C,"División realizada en la zona rural de los municipios, por parte del Concejo Municipal, con el fin de mejorar la prestación de los servicios y asegurar la participación de la ciudadanía en el manejo de los asuntos públicos de carácter local.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"corregimiento,entidad territorial",2026 Apr 06 07:21:10 PM,https://www.datos.gov.co/resource/76kv-72xj.json,https://www.datos.gov.co/d/76kv-72xj,[Objetivo] Mejorar servicios en zonas rurales | [Insumos] Datos de corregimientos | [Impacto] Participación ciudadana | [Metodo] Lexico: palabra='zona rural',2,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
779c-66kx,Estadísticas Solicitudes Según Género,"Muestra las solicitudes de restitución discriminadas por departamento, municipio y género  de la Unidad de Restitución de Tierras",2208,50,nacional,True,True,Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"urt,unidad de restitución,uaegrt,srtdaf,genero",2026 Feb 06 03:45:49 PM,https://www.datos.gov.co/resource/779c-66kx.json,https://www.datos.gov.co/d/779c-66kx,"[Objetivo] Caracterizar género de solicitantes de restitución | [Insumos] Solicitudes por departamento, municipio y género | [Impacto] Diseño de políticas inclusivas en restitución de tierras | [Metodo] Razonamiento",3,2,R04_Agricultura,R02_Seguridad,False,,,4.61,-74.08
7iny-qc7t,"Evaluación de Tierras para el cultivo tecnificado de aguacate (Persea americana Mill.), variedad Hass, en el departamento del Quindío.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:25.000 en el departamento del Quindío, en el marco del convenio interadministrativo No. 275 de 2016, suscrito entre la Gobernación del Quindío y la UPRA. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento en la vige
Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo tecnificado de aguacate (Persea americana Mill.), variedad Hass, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.
Categorías.
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo tecnificado de aguacate (Persea americana Mill.), variedad Hass.",1886,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"competitividad,upra,aptitud,coberturas,cultivo,evaluación de tierras,productividad,sostenibilidad,zonificación,aguacate",2020 Nov 27 02:05:39 AM,https://www.datos.gov.co/resource/7iny-qc7t.json,https://www.datos.gov.co/d/7iny-qc7t,"[Objetivo] Evaluar tierras para aguacate Hass en Quindío | [Insumos] evaluación de tierras, competitividad, productividad | [Impacto] Consolidación del Eje Cafetero como polo aguacatero | [Metodo] Razonamiento",5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
7jpn-2nia,Produccion de leche en el departamento de sucre 2016,Produccion de leche en el departamento de  sucre durante el año 2016.,260,180,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"leche,sucre,produccion",2017 Sep 08 09:40:11 PM,https://www.datos.gov.co/resource/7jpn-2nia.json,https://www.datos.gov.co/d/7jpn-2nia,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Producción de leche | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,9.3,-75.39
7k48-wypq,Copia de RENDIMIENTO DE CULTIVOS EN COLOMBIA POR AÑO,No disponible,0,0,nacional,False,False,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,No disponible,2019 Nov 24 07:29:32 PM,https://www.datos.gov.co/resource/7k48-wypq.json,https://www.datos.gov.co/d/7k48-wypq,[Objetivo] Monitorear rendimiento de cultivos en Colombia | [Insumos] Rendimiento de cultivos por año | [Impacto] Mejora de políticas agrícolas | [Metodo] Razonamiento,3,1,R04_Agricultura,No disponible,False,,,4.61,-74.08
7kkk-g8d6,Cultivos semestrales Departamento de Sucre 2018,Informe Coyuntura EVA 2018 Dpto. de Sucre - Cultivos semestrales,2080,90,regional,True,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"cultivos,sucre,semestrales,hectareas",2021 Mar 16 02:41:45 PM,https://www.datos.gov.co/resource/7kkk-g8d6.json,https://www.datos.gov.co/d/7kkk-g8d6,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Cultivos semestrales con variables de producción | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,5,4,R04_Agricultura,No disponible,False,,,9.3,-75.39
7p65-p5wu,EVALUACIONES AGROPECUARIAS CULTIVOS PERMANENTES EN EL DEPARTAMENTO DEL CESAR 2018,Datos de las evaluaciones Agropecuarias del Departamento del Cesar de cultivos permanentes 2018,1660,70,regional,False,True,Gobernación del Cesar,No Aplica,Territorial,Cesar,Valledupar,Agricultura y Desarrollo Rural,"agricultura,cesar,cultivo,cultivo permanente",2019 Sep 02 04:01:42 PM,https://www.datos.gov.co/resource/7p65-p5wu.json,https://www.datos.gov.co/d/7p65-p5wu,[Objetivo] Evaluar cultivos permanentes | [Insumos] datos de cultivos permanentes 2018 | [Impacto] planificación agrícola | [Metodo] Razonamiento,5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
7rft-xwfd,"Zonificación de aptitud para la producción de pastos raygrass anual, híbrido, perenne, festuca, falsa poa, azul orchoro en Colombia.","El mapa de Zonificación de aptitud para la producción de pastos raygrass anual (Lolium multiflorum), híbrido (Lolium hybridum), perenne (Lolium perenne), festuca (Festuca arudianacea), falsa poa (Holcus lanatus), azul orchoro (Dactylis glomerata) en Colombia, a escala 1:100.000, es un producto resultante de la integración de criterios y variables físicas y socioecosistemicas, que ha sido utilizado como insumo para las zonificaciones de aptitud para la producción de leche y carne bovina en pastoreo para el mercado nacional y de exportación en Colombia, a escala 1:100.000.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico y socioecosistémico
Aptitud media: Zonas con limitaciones moderadas de tipo físico y/o socioecosistémico.
Aptitud baja: Zonas con fuertes limitaciones de tipo físico y/o socioecosistémico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el establecimiento y desarrollo de la producción de pastos raygrass anual, híbrido, perenne, festuca, falsa poa y azul orchoro.",16945,50,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"sostenibilidad,falsa poa,azul orchoro,perenne,híbrido,raygrass anual,pastos,festuca,productividad,planificación,zonificación,aptitud,upra",2020 Oct 01 04:53:27 PM,https://www.datos.gov.co/resource/7rft-xwfd.json,https://www.datos.gov.co/d/7rft-xwfd,[Objetivo] Anticipar rendimiento de pastos raygrass y otros | [Insumos] Zonificación basada en criterios físicos y socioecosistémicos | [Impacto] Fortalecimiento de la ganadería de leche y carne | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
7rkw-776p:draft,DIA DEL CAMPESINO DATOS MUNICIPIO DE VITERBO CALDAS,No disponible,0,0,nacional,False,False,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,2024 Dec 21 03:34:45 PM,No disponible,https://www.datos.gov.co/stories/s/7rkw-776p/preview,[Objetivo] Datos del día del campesino | [Insumos] Título con 'campesino' | [Impacto] Conexión superficial con agricultura | [Metodo] Léxico: palabra='campesino',1,1,R04_Agricultura,No disponible,False,,,4.61,-74.08
7rr4-csic,"Cadena Productiva Cacao - Area, Producción Y Rendimiento","Cadena Productiva Cacao - Area, Producción Y Rendimiento",164,160,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cadena productiva cacao - area,producción y rendimiento",2019 Feb 23 03:29:45 AM,https://www.datos.gov.co/resource/7rr4-csic.json,https://www.datos.gov.co/d/7rr4-csic,"[Objetivo] Predicción de rendimiento agrícola | [Insumos] Área, producción y rendimiento de cacao | [Impacto] Mejora de productividad y comercialización agrícola | [Metodo] Razonamiento",5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
7un4-7cjz,Cadena Productiva Tomate - Créditos,Cadena Productiva Tomate - Créditos,6526,150,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,tomate - créditos,2018 Jul 13 09:14:02 PM,https://www.datos.gov.co/resource/7un4-7cjz.json,https://www.datos.gov.co/d/7un4-7cjz,[Objetivo] Evaluar créditos para tomate y su relación con la inversión productiva | [Insumos] Registros de créditos de la cadena de tomate | [Impacto] Mejores decisiones de financiamiento rural | [Metodo] Razonamiento,4,2,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
7w2f-3igv,"Evaluación de Tierras para el cultivo tecnificado de maíz (Zea Mays L.), en el departamento de Guaviare","Mediante la firma del convenio 3045449 de 2021 entre la UPRA y La Gobernación del Departamento del Guaviare, se aunan esfuerzos técnicos administrativos para orientar la planificación del ordenamiento rural agropecuario y aportar al cumplimiento de acuerdo Cero Forestación. La UPRA apoyara el proceso de Evaluación de Tierras con Fines agropecuarios a escala 1:100.000.El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. Aplicar la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento de Guaviare, significará tener unos mapas de aptitud como herramientas que permitirán identificar posibles núcleos de desarrollo, orientarán políticas del sector agropecuario y de la planificación rural de la región. Se tendrán como fuentes de información principal: El estudio general de suelos y zonificación de tierras Departamento de Guaviare, mapa de coberturas y usos de la tierra dentro de la frontera agrícola actualizadas por la Upra a escala 1:100.000, mapa de frontera agrícola oficial, exclusiones legales y condicionantes, información climática del Ideam, y evaluaciones agropecuarias municipales. Los mapas del TUT de Aguacate: estarán zonificados con las siguientes categorías: Aptitud alta (A1), Aptitud media (A2), Aptitud baja (A3), No apto técnico (N1), No apto legal (N2). Cada mapa tendrá las estadísticas por categoría de aptitud total para el departamento del Guaviare.

Aptitud: Áreas con potencial para el establecimiento y desarrollo cultivo tecnificado de maíz (Zea Mays L.), bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de maíz (Zea Mays L.)",3589,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"productividad,upra,sostenibilidad,planificación,maíz,zonificación,aptitud",2024 Nov 26 09:20:48 PM,https://www.datos.gov.co/resource/7w2f-3igv.json,https://www.datos.gov.co/d/7w2f-3igv,[Objetivo] Planificar cultivos de maíz en Guaviare. | [Insumos] Evaluación de tierras para maíz. | [Impacto] Productividad agrícola y reducción de deforestación. | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
7wj2-5ee8,Mapa georreferenciado de la estabilización de la frontera agrícola del departamento de Guaviare,"Mapa georreferenciado del proceso de estabilización de la frontera agrícola del departamento de Guaviare, para evitar la expansión hacia las áreas protegidas.",0,0,regional,True,True,"Gobernación De Guaviare, Guaviare",No disponible,Territorial,Guaviare,San José Del Guaviare,Ambiente y Desarrollo Sostenible,"frontera agrícola,ambiente y desarrollo sostenible,san josé del guaviare,gobernación de guaviare,areas protegidas",2025 Oct 23 03:21:10 PM,No disponible,https://www.datos.gov.co/d/7wj2-5ee8,[Objetivo] Prediccion de rendimiento agricola y proteccion ambiental | [Insumos] Estabilizacion de frontera agricola y areas protegidas | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,5,1,R04_Agricultura,R06_MedioAmbiente,False,,,2.56,-72.64
7xfm-jym2,"Evaluación de Tierras para el cultivo comercial de chontaduro (Bactris gasipaes Kunth), en el departamento de Guaviare.","Mediante la firma del convenio 3045449 de 2021 entre la UPRA y La Gobernación del Departamento del Guaviare, se aúnan esfuerzos técnicos administrativos para orientar la planificación del ordenamiento rural agropecuario y aportar al cumplimiento de acuerdo Cero Forestación. La UPRA apoyara el proceso de Evaluación de Tierras con Fines agropecuarios a escala 1:100.000.El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. Aplicar la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento de Guaviare, significará tener unos mapas de aptitud como herramientas que permitirán identificar posibles núcleos de desarrollo, orientarán políticas del sector agropecuario y de la planificación rural de la región. Se tendrán como fuentes de información principal: El estudio general de suelos y zonificación de tierras Departamento de Guaviare, mapa de coberturas y usos de la tierra dentro de la frontera agrícola actualizadas por la Upra a escala 1:100.000, mapa de frontera agrícola oficial, exclusiones legales y condicionantes, información climática del Ideam, y evaluaciones agropecuarias municipales. Los mapas del TUT de Aguacate: estarán zonificados con las siguientes categorías: Aptitud alta (A1), Aptitud media (A2), Aptitud baja (A3), No apto técnico (N1), No apto legal (N2). Cada mapa tendrá las estadísticas por categoría de aptitud total para el departamento del Guaviare. 

Aptitud: Áreas con potencial para el establecimiento y desarrollo cultivo comercial de chontaduro (Bactris gasipaes Kunth), bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles. 

Categorías: 
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico. 
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico. 
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías. 
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad. 
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de cultivo comercial de chontaduro (Bactris gasipaes Kunth).",4330,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"planificación,sostenibilidad,guaviare,upra,chontaduro,zonificación,productividad,aptitud",2024 Nov 26 09:23:54 PM,https://www.datos.gov.co/resource/7xfm-jym2.json,https://www.datos.gov.co/d/7xfm-jym2,[Objetivo] Planificar cultivos de chontaduro en Guaviare. | [Insumos] Evaluación de tierras para chontaduro. | [Impacto] Productividad agrícola sostenible. | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
7yek-qeeh,"Evaluación de tierras con fines agrícolas para el cultivo de arroz riego (Oryza sativa L.) semestre 1, en el departamento del Cesar.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras a escala 1:100.000, para la formulación del Plan de Ordenamiento Productivo y Social de la Propiedad Rural, así como la realización del Análisis Hidrológico para generar soluciones de Irrigación para zonas y sectores productivos estratégicos en el departamento del Cesar. Se realiza la zonificación para 
 la apuesta productiva del cultivo de ARROZ RIEGO (Oryza sativa L.) con el propósito de adquirir el grano paddy, que mediante un proceso de industrialización sea apto para el mercado nacional y de exportación.
Categorias:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusiones legales: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de arroz.",2043,60,nacional,False,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"competitividad,sostenibilidad,evaluación de tierras,upra,arroz,productividad,zonificación,cultivo,aptitud",2018 Nov 19 09:37:49 PM,https://www.datos.gov.co/resource/7yek-qeeh.json,https://www.datos.gov.co/d/7yek-qeeh,"[Objetivo] Evaluar tierras para arroz riego semestre 1 en Cesar | [Insumos] sostenibilidad, competitividad, productividad | [Impacto] Optimización del uso del suelo para la producción arrocera | [Metodo] Razonamiento",5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
842q-k9sg,Activos_de_información,"Contiene la base de datos relacionada con los registros de información de la entidad y su debida gestión como instrumentos de información, como así mismo determina que de esta información tiene la restricción de clasificada y reservada de acuerdo a los lineamientos establecidos por la norma.",172,170,nacional,False,True,Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"abandono forzado,restitución,restitución de tierras,tierras,despojo,reservada,uaegrtdaf,srtdaf,urt,rtdaf,clasificada",2019 Aug 27 09:59:11 PM,https://www.datos.gov.co/resource/842q-k9sg.json,https://www.datos.gov.co/d/842q-k9sg,[Objetivo] Transparencia en gestión de restitución de tierras | [Insumos] Activos de información de la URT | [Impacto] Facilita supervisión de políticas rurales | [Metodo] Lexico: palabra='restitución de tierras',2,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
845q-h6eu,Vista Asociaciones campesinas Santander,"ASOCIACIONES CAMPESINAS DE SANTANDER, QUE OFRECEN SUS PRODUCTOS AGRARIOS PARA LA COMERCIALIZACIÓN",0,80,regional,False,True,Gobernación del Santander,Agricultura y Desarrollo Rural,Territorial,Santander,Bucaramanga,Agricultura y Desarrollo Rural,asociaciones campesinas,2025 Jun 12 12:43:23 PM,https://www.datos.gov.co/resource/845q-h6eu.json,https://www.datos.gov.co/d/845q-h6eu,[Objetivo] Fortalecer la comercialización agrícola. | [Insumos] Asociaciones campesinas de Santander. | [Impacto] Mejores ingresos y productividad rural. | [Metodo] Razonamiento,5,1,R04_Agricultura,No disponible,False,,,7.89,-72.5
86fa-rnha,Plantas de sacrificio de bovinos y porcinos,Plantas de sacrificio de bovinos y porcinos en Risaralda,150,70,regional,False,True,Gobernación de Risaralda,Agricultura y Desarrollo Social,Territorial,Risaralda,Pereira,Agricultura y Desarrollo Rural,"pecuario,porcinos,bovinos,departamento de risaralda,estadisticas,plantas de sacrificio",2019 Aug 08 05:12:46 PM,https://www.datos.gov.co/resource/86fa-rnha.json,https://www.datos.gov.co/d/86fa-rnha,[Objetivo] Registro de infraestructura de sacrificio animal para la cadena cárnica. | [Insumos] Plantas de sacrificio de bovinos y porcinos. | [Impacto] Apoyo a la planificación y control sanitario pecuario. | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,4.81,-75.69
879a-gz6j,Production par département,"Cadena Productiva Cacao - Area, Producción Y Rendimiento",0,0,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,No disponible,2019 Feb 23 03:29:45 AM,https://www.datos.gov.co/resource/879a-gz6j.json,https://www.datos.gov.co/d/879a-gz6j,"[Objetivo] Producción de cacao por departamento | [Insumos] Área, producción, rendimiento | [Impacto] Planificación regional cacaotera | [Metodo] Razonamiento",3,1,R04_Agricultura,No disponible,False,,,4.61,-74.08
879x-8fjs,Evaluación de tierras con fines agrícolas para el cultivo de café (Coffea arabica L.) en el departamento del Meta.,"El mapa es el producto resultante de la validación y aplicación de la metodología de Evaluación de Tierras para el departamento de Meta a escala general 1:100.000, incluyendo los componentes biofísicos, socioeconómicos y socioecosistémicos, en el marco del contrato Interadministrativo No 202 de 2017, suscrito entre la UPRA y la Gobernación de Meta. Se realiza la zonificación para la apuesta productiva de café (Coffea arabica L.) en la vigencia diciembre 2018.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo de café (Coffea arabica L.), bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusiones legales: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de café.",848,50,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"sostenibilidad,café,evaluación de tierras,aptitud,upra,zonificación,productividad,cultivo,competitividad",2020 Jul 22 08:49:08 PM,https://www.datos.gov.co/resource/879x-8fjs.json,https://www.datos.gov.co/d/879x-8fjs,"[Objetivo] Evaluar tierras para el cultivo de café en Meta | [Insumos] zonificación, competitividad, productividad | [Impacto] Caficultura sostenible y renovación de cultivos | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
88jn-8us5,Territorio rural. POT Bogotá D.C.,"En el marco del Decreto 555 de 2021 ""Plan de Ordenamiento Territorial de Bogotá D.C"". Dentro de la política, principios y objetos del ordenamiento territorial el territorio rural obedece a las piezas rurales que corresponden a las unidades caracterizadas con base en criterios biofísicos sociales, económicos y funcionales y corresponden a las piezas Norte, Cerros Orientales, Cuenca del Tunjuelo y Sumapaz. .",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"clasificación del suelo,urbanismo,plan de ordenamiento territorial,planeación,ruralidad,territorio",2026 Apr 06 07:18:23 PM,https://www.datos.gov.co/resource/88jn-8us5.json,https://www.datos.gov.co/d/88jn-8us5,[Objetivo] Planificación del uso del suelo rural para desarrollo agropecuario | [Insumos] Clasificación de territorio rural en el POT | [Impacto] Mejor ordenamiento productivo y resiliencia rural | [Metodo] Razonamiento,4,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
88y7-7cki,Zonificación del potencial para la pesca marina artesanal de camarón en Colombia,"El mapa contiene la metodología para la identificación de zonas aptas para la producción de pesca marina artesanal de camarón en Colombia, escala 1:100.000; los mapas temáticos de criterios, variables e intermedios, generados durante el desarrollo metodológico; los mapas integrados y las estadísticas generales resultantes del mapa de aptitud. Se elaborará con base en fuentes de información secundaria oficial numérica, alfanumérica y geográfica, con cobertura para el territorio nacional.

Aptitud: Áreas con potencial para el establecimiento y desarrollo de la pesca marina artesanal de camarón, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de la pesca marina artesanal de camarón.",1196,50,nacional,True,True,"Unidad De Planificación De Tierras Rurales, Adecuación De Tierras Y Usos Agropecuarios - UPRA, Bogotá D.C.",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"upra,productividad,pesca,competitividad,sostenibilidad,zonificación,camarón,aptitud",2025 Oct 31 10:49:36 PM,https://www.datos.gov.co/resource/88y7-7cki.json,https://www.datos.gov.co/d/88y7-7cki,[Objetivo] Zonificación de potencial para pesca marina artesanal de camarón | [Insumos] Mapas temáticos y fuentes secundarias | [Impacto] Ordenamiento pesquero y sostenibilidad de recursos marinos | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
