anio,departamento,municipio,cultivo,hectareas_sembradas,produccion_obtenida_ton,rendimiento_ton_ha,aptitud,ph_suelo,altitud_m,materia_organica_pct,pendiente_pct,textura,latitud,longitud,temp_media_c,precipitacion_anual_mm,humedad_media_pct,brillo_solar_anual_horas,monto_creditos_cop,numero_creditos_aprobados,tasa_interes_promedio,precio_kg_anual_promedio_cop,hectareas_formalizadas,solicitudes_restitucion_activas,indice_seguridad_juridica,poblacion_bovina,poblacion_porcina,produccion_leche_litros_dia,vacunacion_fiebre_aftosa_pct
2023,Antioquia,Jerico,Cacao,1383.2,740.4,0.54,Alta,5.79,1900,3.1,27.7,Franco,5.79,-75.78,21.934246575342467,936.9,74.53999999999999,2534.4,545613922,80,15.52,9598.11320754717,39244.1,16,71.5,45801,25816,177049.7,92.91
2023,Antioquia,Jerico,Arroz,4822.7,13878.4,2.88,Baja,6.77,1900,3.13,30.24,Franco,5.79,-75.78,21.934246575342467,936.9,74.53999999999999,2534.4,428266081,18,13.93,2627.754716981132,39244.1,16,71.5,45801,25816,177049.7,92.91
2023,Antioquia,Jerico,Maiz,5424.4,10966.5,2.02,Baja,5.3,1900,4.82,33.83,Franco-Arcilloso,5.79,-75.78,21.934246575342467,936.9,74.53999999999999,2534.4,413791378,75,13.67,1875.245283018868,39244.1,16,71.5,45801,25816,177049.7,92.91
2023,Antioquia,Jerico,Platano,1045.0,10702.3,10.24,Alta,5.82,1900,1.56,8.85,Arcilloso,5.79,-75.78,21.934246575342467,936.9,74.53999999999999,2534.4,450409738,58,15.25,1587.5849056603774,39244.1,16,71.5,45801,25816,177049.7,92.91
2024,Antioquia,Jerico,Cafe,5400.5,6688.7,1.24,Alta,6.04,1900,2.9,2.59,Arcilloso,5.79,-75.78,22.028415300546445,966.4,75.10081967213115,2544.2,484382362,63,11.24,12267.173076923076,39244.1,16,71.5,74883,3384,308403.7,92.13
2024,Antioquia,Jerico,Cacao,6068.1,3132.3,0.52,Alta,5.79,1900,3.1,27.7,Franco,5.79,-75.78,22.028415300546445,966.4,75.10081967213115,2544.2,322024063,28,10.93,9805.307692307691,39244.1,16,71.5,74883,3384,308403.7,92.13
2024,Antioquia,Jerico,Arroz,2481.0,7578.2,3.05,Baja,6.77,1900,3.13,30.24,Franco,5.79,-75.78,22.028415300546445,966.4,75.10081967213115,2544.2,648421754,100,12.6,2765.173076923077,39244.1,16,71.5,74883,3384,308403.7,92.13
2024,Antioquia,Jerico,Maiz,782.5,1597.1,2.04,Baja,5.3,1900,4.82,33.83,Franco-Arcilloso,5.79,-75.78,22.028415300546445,966.4,75.10081967213115,2544.2,371817513,66,14.86,2058.5,39244.1,16,71.5,74883,3384,308403.7,92.13
2024,Antioquia,Jerico,Platano,2377.0,25488.4,10.72,Alta,5.82,1900,1.56,8.85,Arcilloso,5.79,-75.78,22.028415300546445,966.4,75.10081967213115,2544.2,157344376,102,11.07,1774.1153846153845,39244.1,16,71.5,74883,3384,308403.7,92.13
2025,Antioquia,Jerico,Cafe,4453.1,5903.9,1.33,Alta,6.04,1900,2.9,2.59,Arcilloso,5.79,-75.78,22.09315068493151,955.3,74.96876712328766,2531.5,309005607,80,14.4,12509.576923076924,39244.1,16,71.5,24964,17050,84509.6,93.41
2025,Antioquia,Jerico,Cacao,3204.0,1788.4,0.56,Alta,5.79,1900,3.1,27.7,Franco,5.79,-75.78,22.09315068493151,955.3,74.96876712328766,2531.5,162358232,94,15.33,9886.557692307691,39244.1,16,71.5,24964,17050,84509.6,93.41
2025,Antioquia,Jerico,Arroz,865.9,2573.3,2.97,Baja,6.77,1900,3.13,30.24,Franco,5.79,-75.78,22.09315068493151,955.3,74.96876712328766,2531.5,727509408,80,13.71,2936.846153846154,39244.1,16,71.5,24964,17050,84509.6,93.41
2025,Antioquia,Jerico,Maiz,3114.8,5911.7,1.9,Baja,5.3,1900,4.82,33.83,Franco-Arcilloso,5.79,-75.78,22.09315068493151,955.3,74.96876712328766,2531.5,100556084,97,12.96,2252.269230769231,39244.1,16,71.5,24964,17050,84509.6,93.41
2025,Antioquia,Jerico,Platano,6383.4,68457.5,10.72,Alta,5.82,1900,1.56,8.85,Arcilloso,5.79,-75.78,22.09315068493151,955.3,74.96876712328766,2531.5,429611303,67,10.61,1965.8653846153845,39244.1,16,71.5,24964,17050,84509.6,93.41
2023,Antioquia,Andes,Cafe,6192.5,7531.9,1.22,Alta,5.9,1550,1.93,17.84,Franco,5.66,-75.87,22.183013698630138,857.2,74.72712328767123,2550.2,399039871,85,11.78,12010.433962264151,68228.7,22,69.2,39779,29529,173605.0,98.5
2023,Antioquia,Andes,Cacao,5483.0,2992.3,0.55,Alta,5.48,1550,2.87,7.2,Arcilloso,5.66,-75.87,22.183013698630138,857.2,74.72712328767123,2550.2,85296854,34,11.01,9598.11320754717,68228.7,22,69.2,39779,29529,173605.0,98.5
2023,Antioquia,Andes,Arroz,2498.6,7413.4,2.97,Baja,6.03,1550,3.41,7.29,Franco,5.66,-75.87,22.183013698630138,857.2,74.72712328767123,2550.2,309453365,93,14.98,2627.754716981132,68228.7,22,69.2,39779,29529,173605.0,98.5
2023,Antioquia,Andes,Maiz,7950.0,22228.9,2.8,Media,5.92,1550,2.88,32.51,Franco,5.66,-75.87,22.183013698630138,857.2,74.72712328767123,2550.2,561976867,116,13.3,1875.245283018868,68228.7,22,69.2,39779,29529,173605.0,98.5
2023,Antioquia,Andes,Platano,2918.1,28756.3,9.85,Alta,6.67,1550,1.81,7.66,Franco-Arenoso,5.66,-75.87,22.183013698630138,857.2,74.72712328767123,2550.2,238914650,24,10.84,1587.5849056603774,68228.7,22,69.2,39779,29529,173605.0,98.5
2024,Antioquia,Andes,Cafe,3176.3,3932.2,1.24,Alta,5.9,1550,1.93,17.84,Franco,5.66,-75.87,22.06120218579235,893.5,74.31666666666668,2603.9,672551121,95,14.7,12267.173076923076,68228.7,22,69.2,59190,12614,214805.8,95.55
2024,Antioquia,Andes,Cacao,6770.5,3603.8,0.53,Alta,5.48,1550,2.87,7.2,Arcilloso,5.66,-75.87,22.06120218579235,893.5,74.31666666666668,2603.9,768979068,113,13.06,9805.307692307691,68228.7,22,69.2,59190,12614,214805.8,95.55
2024,Antioquia,Andes,Arroz,6901.2,21831.1,3.16,Baja,6.03,1550,3.41,7.29,Franco,5.66,-75.87,22.06120218579235,893.5,74.31666666666668,2603.9,687169893,112,13.67,2765.173076923077,68228.7,22,69.2,59190,12614,214805.8,95.55
2024,Antioquia,Andes,Maiz,4284.5,11718.9,2.74,Media,5.92,1550,2.88,32.51,Franco,5.66,-75.87,22.06120218579235,893.5,74.31666666666668,2603.9,605369263,53,13.01,2058.5,68228.7,22,69.2,59190,12614,214805.8,95.55
2024,Antioquia,Andes,Platano,560.7,6191.4,11.04,Alta,6.67,1550,1.81,7.66,Franco-Arenoso,5.66,-75.87,22.06120218579235,893.5,74.31666666666668,2603.9,721912064,87,14.45,1774.1153846153845,68228.7,22,69.2,59190,12614,214805.8,95.55
2025,Antioquia,Andes,Cafe,5301.7,6172.7,1.16,Alta,5.9,1550,1.93,17.84,Franco,5.66,-75.87,22.02849315068493,954.7,75.20794520547946,2563.3,682920863,19,15.19,12509.576923076924,68228.7,22,69.2,8589,14167,25834.5,93.54
2025,Antioquia,Andes,Cacao,5340.4,2924.2,0.55,Alta,5.48,1550,2.87,7.2,Arcilloso,5.66,-75.87,22.02849315068493,954.7,75.20794520547946,2563.3,318101448,89,12.7,9886.557692307691,68228.7,22,69.2,8589,14167,25834.5,93.54
2025,Antioquia,Andes,Arroz,3376.2,10430.6,3.09,Baja,6.03,1550,3.41,7.29,Franco,5.66,-75.87,22.02849315068493,954.7,75.20794520547946,2563.3,550982817,54,14.09,2936.846153846154,68228.7,22,69.2,8589,14167,25834.5,93.54
2025,Antioquia,Andes,Maiz,4858.6,12735.6,2.62,Media,5.92,1550,2.88,32.51,Franco,5.66,-75.87,22.02849315068493,954.7,75.20794520547946,2563.3,522743965,85,14.64,2252.269230769231,68228.7,22,69.2,8589,14167,25834.5,93.54
2025,Antioquia,Andes,Platano,2240.9,25810.5,11.52,Alta,6.67,1550,1.81,7.66,Franco-Arenoso,5.66,-75.87,22.02849315068493,954.7,75.20794520547946,2563.3,286522485,22,12.79,1965.8653846153845,68228.7,22,69.2,8589,14167,25834.5,93.54
2023,Tolima,Espinal,Cafe,1076.2,774.4,0.72,Baja,6.55,320,4.12,19.35,Arcilloso,4.15,-74.88,28.116986301369867,948.2,74.92328767123287,2525.2,62349541,59,13.6,12010.433962264151,82054.8,44,72.8,67154,12608,243230.2,92.77
2023,Tolima,Espinal,Cacao,2895.5,388.0,0.13,No Apta,5.65,320,3.4,5.79,Franco,4.15,-74.88,28.116986301369867,948.2,74.92328767123287,2525.2,544136750,76,12.48,9598.11320754717,82054.8,44,72.8,67154,12608,243230.2,92.77
2023,Tolima,Espinal,Arroz,3447.5,17605.0,5.11,Alta,5.46,320,1.55,15.4,Franco-Arenoso,4.15,-74.88,28.116986301369867,948.2,74.92328767123287,2525.2,357658449,16,15.04,2627.754716981132,82054.8,44,72.8,67154,12608,243230.2,92.77
2023,Tolima,Espinal,Maiz,1832.8,6519.9,3.56,Alta,5.52,320,1.52,28.73,Franco-Arenoso,4.15,-74.88,28.116986301369867,948.2,74.92328767123287,2525.2,530321904,66,14.04,1875.245283018868,82054.8,44,72.8,67154,12608,243230.2,92.77
2023,Tolima,Espinal,Platano,3410.4,38809.2,11.38,Alta,6.34,320,4.27,21.6,Franco-Arcilloso,4.15,-74.88,28.116986301369867,948.2,74.92328767123287,2525.2,123763832,71,11.63,1587.5849056603774,82054.8,44,72.8,67154,12608,243230.2,92.77
2024,Tolima,Espinal,Cafe,2105.7,1541.8,0.73,Baja,6.55,320,4.12,19.35,Arcilloso,4.15,-74.88,28.009562841530055,840.9,75.38005464480874,2612.8,358287328,36,12.28,12267.173076923076,82054.8,44,72.8,60020,3373,189729.5,94.45
2024,Tolima,Espinal,Cacao,2686.0,380.9,0.14,No Apta,5.65,320,3.4,5.79,Franco,4.15,-74.88,28.009562841530055,840.9,75.38005464480874,2612.8,470514162,113,13.64,9805.307692307691,82054.8,44,72.8,60020,3373,189729.5,94.45
2024,Tolima,Espinal,Arroz,3467.1,18522.5,5.34,Alta,5.46,320,1.55,15.4,Franco-Arenoso,4.15,-74.88,28.009562841530055,840.9,75.38005464480874,2612.8,56148446,80,15.33,2765.173076923077,82054.8,44,72.8,60020,3373,189729.5,94.45
2024,Tolima,Espinal,Maiz,3966.3,13529.3,3.41,Alta,5.52,320,1.52,28.73,Franco-Arenoso,4.15,-74.88,28.009562841530055,840.9,75.38005464480874,2612.8,601277491,46,11.59,2058.5,82054.8,44,72.8,60020,3373,189729.5,94.45
2024,Tolima,Espinal,Platano,4957.8,54653.4,11.02,Alta,6.34,320,4.27,21.6,Franco-Arcilloso,4.15,-74.88,28.009562841530055,840.9,75.38005464480874,2612.8,621873855,63,13.52,1774.1153846153845,82054.8,44,72.8,60020,3373,189729.5,94.45
2025,Tolima,Espinal,Cafe,1771.0,1321.0,0.75,Baja,6.55,320,4.12,19.35,Arcilloso,4.15,-74.88,28.0186301369863,990.8,75.46328767123288,2503.9,110659244,54,15.35,12509.576923076924,82054.8,44,72.8,12295,6797,39405.3,99.61
2025,Tolima,Espinal,Cacao,4638.0,598.8,0.13,No Apta,5.65,320,3.4,5.79,Franco,4.15,-74.88,28.0186301369863,990.8,75.46328767123288,2503.9,639301709,62,14.41,9886.557692307691,82054.8,44,72.8,12295,6797,39405.3,99.61
2025,Tolima,Espinal,Arroz,3352.9,18245.8,5.44,Alta,5.46,320,1.55,15.4,Franco-Arenoso,4.15,-74.88,28.0186301369863,990.8,75.46328767123288,2503.9,275660131,118,11.94,2936.846153846154,82054.8,44,72.8,12295,6797,39405.3,99.61
2025,Tolima,Espinal,Maiz,3282.8,10865.3,3.31,Alta,5.52,320,1.52,28.73,Franco-Arenoso,4.15,-74.88,28.0186301369863,990.8,75.46328767123288,2503.9,687232208,111,10.77,2252.269230769231,82054.8,44,72.8,12295,6797,39405.3,99.61
2025,Tolima,Espinal,Platano,5413.6,62318.2,11.51,Alta,6.34,320,4.27,21.6,Franco-Arcilloso,4.15,-74.88,28.0186301369863,990.8,75.46328767123288,2503.9,608865163,74,15.91,1965.8653846153845,82054.8,44,72.8,12295,6797,39405.3,99.61
2023,Tolima,Ibague,Cafe,1362.1,2473.9,1.82,Alta,5.77,1250,1.91,30.35,Arcilloso,4.44,-75.24,27.97041095890411,1041.4,74.96054794520548,2510.6,183757382,114,12.01,12010.433962264151,71440.3,60,67.8,46810,19123,141249.2,97.26
2023,Tolima,Ibague,Cacao,3717.6,2809.4,0.76,Alta,5.92,1250,1.83,13.61,Franco-Arcilloso,4.44,-75.24,27.97041095890411,1041.4,74.96054794520548,2510.6,166808553,30,14.24,9598.11320754717,71440.3,60,67.8,46810,19123,141249.2,97.26
2023,Tolima,Ibague,Arroz,2262.8,15952.8,7.05,Alta,5.72,1250,4.05,22.68,Franco,4.44,-75.24,27.97041095890411,1041.4,74.96054794520548,2510.6,483011894,42,14.49,2627.754716981132,71440.3,60,67.8,46810,19123,141249.2,97.26
2023,Tolima,Ibague,Maiz,6022.7,25437.0,4.22,Alta,6.1,1250,2.84,34.04,Franco,4.44,-75.24,27.97041095890411,1041.4,74.96054794520548,2510.6,294487381,18,15.61,1875.245283018868,71440.3,60,67.8,46810,19123,141249.2,97.26
2023,Tolima,Ibague,Platano,4175.2,57153.7,13.69,Alta,6.42,1250,3.46,27.21,Franco,4.44,-75.24,27.97041095890411,1041.4,74.96054794520548,2510.6,721674674,69,13.27,1587.5849056603774,71440.3,60,67.8,46810,19123,141249.2,97.26
2024,Tolima,Ibague,Cafe,5431.2,6475.7,1.19,Alta,5.77,1250,1.91,30.35,Arcilloso,4.44,-75.24,28.17568306010929,946.3,74.78415300546447,2527.6,677190557,47,14.9,12267.173076923076,71440.3,60,67.8,73042,10672,214920.4,99.51
2024,Tolima,Ibague,Cacao,4578.4,2491.5,0.54,Alta,5.92,1250,1.83,13.61,Franco-Arcilloso,4.44,-75.24,28.17568306010929,946.3,74.78415300546447,2527.6,287047891,33,14.07,9805.307692307691,71440.3,60,67.8,73042,10672,214920.4,99.51
2024,Tolima,Ibague,Arroz,815.7,4203.7,5.15,Alta,5.72,1250,4.05,22.68,Franco,4.44,-75.24,28.17568306010929,946.3,74.78415300546447,2527.6,479758767,46,11.92,2765.173076923077,71440.3,60,67.8,73042,10672,214920.4,99.51
2024,Tolima,Ibague,Maiz,1264.6,3923.0,3.1,Alta,6.1,1250,2.84,34.04,Franco,4.44,-75.24,28.17568306010929,946.3,74.78415300546447,2527.6,378308573,33,13.64,2058.5,71440.3,60,67.8,73042,10672,214920.4,99.51
2024,Tolima,Ibague,Platano,3075.6,32867.4,10.69,Alta,6.42,1250,3.46,27.21,Franco,4.44,-75.24,28.17568306010929,946.3,74.78415300546447,2527.6,156889181,25,13.63,1774.1153846153845,71440.3,60,67.8,73042,10672,214920.4,99.51
2025,Tolima,Ibague,Cafe,7120.5,8557.0,1.2,Alta,5.77,1250,1.91,30.35,Arcilloso,4.44,-75.24,27.94876712328767,902.1,75.24931506849315,2544.5,256155225,32,14.16,12509.576923076924,71440.3,60,67.8,65613,15781,234517.5,98.53
2025,Tolima,Ibague,Cacao,2253.6,1311.0,0.58,Alta,5.92,1250,1.83,13.61,Franco-Arcilloso,4.44,-75.24,27.94876712328767,902.1,75.24931506849315,2544.5,727235609,68,13.99,9886.557692307691,71440.3,60,67.8,65613,15781,234517.5,98.53
2025,Tolima,Ibague,Arroz,4269.9,22493.5,5.27,Alta,5.72,1250,4.05,22.68,Franco,4.44,-75.24,27.94876712328767,902.1,75.24931506849315,2544.5,179038302,118,13.2,2936.846153846154,71440.3,60,67.8,65613,15781,234517.5,98.53
2025,Tolima,Ibague,Maiz,2808.5,10231.4,3.64,Alta,6.1,1250,2.84,34.04,Franco,4.44,-75.24,27.94876712328767,902.1,75.24931506849315,2544.5,533551658,119,15.42,2252.269230769231,71440.3,60,67.8,65613,15781,234517.5,98.53
2025,Tolima,Ibague,Platano,1973.5,21067.7,10.68,Alta,6.42,1250,3.46,27.21,Franco,4.44,-75.24,27.94876712328767,902.1,75.24931506849315,2544.5,261709503,16,13.73,1965.8653846153845,71440.3,60,67.8,65613,15781,234517.5,98.53
2023,Tolima,Purificacion,Cafe,3013.3,1034.2,0.34,No Apta,6.34,280,1.89,15.94,Franco,3.86,-74.93,27.814794520547945,996.5,74.9717808219178,2532.8,257924499,105,13.81,12010.433962264151,45513.7,58,71.1,34935,28194,105821.4,94.34
2023,Tolima,Purificacion,Cacao,5334.4,703.6,0.13,No Apta,6.22,280,2.6,18.29,Franco-Arcilloso,3.86,-74.93,27.814794520547945,996.5,74.9717808219178,2532.8,775157906,100,13.06,9598.11320754717,45513.7,58,71.1,34935,28194,105821.4,94.34
2023,Tolima,Purificacion,Arroz,827.6,3808.0,4.6,Alta,5.42,280,3.62,19.35,Franco-Arenoso,3.86,-74.93,27.814794520547945,996.5,74.9717808219178,2532.8,601942596,113,13.03,2627.754716981132,45513.7,58,71.1,34935,28194,105821.4,94.34
2023,Tolima,Purificacion,Maiz,3544.3,12047.9,3.4,Alta,5.57,280,1.77,10.85,Franco-Arcilloso,3.86,-74.93,27.814794520547945,996.5,74.9717808219178,2532.8,130109745,31,14.1,1875.245283018868,45513.7,58,71.1,34935,28194,105821.4,94.34
2023,Tolima,Purificacion,Platano,856.7,9849.8,11.5,Alta,6.61,280,3.69,11.05,Franco-Arenoso,3.86,-74.93,27.814794520547945,996.5,74.9717808219178,2532.8,460226602,46,10.63,1587.5849056603774,45513.7,58,71.1,34935,28194,105821.4,94.34
2024,Tolima,Purificacion,Cafe,5846.3,1678.5,0.29,No Apta,6.34,280,1.89,15.94,Franco,3.86,-74.93,28.059562841530052,881.7,75.42322404371585,2583.1,224854119,115,14.03,12267.173076923076,45513.7,58,71.1,41508,9066,173135.3,92.71
2024,Tolima,Purificacion,Cacao,2626.4,366.4,0.14,No Apta,6.22,280,2.6,18.29,Franco-Arcilloso,3.86,-74.93,28.059562841530052,881.7,75.42322404371585,2583.1,716226514,59,10.99,9805.307692307691,45513.7,58,71.1,41508,9066,173135.3,92.71
2024,Tolima,Purificacion,Arroz,4706.3,22001.1,4.67,Alta,5.42,280,3.62,19.35,Franco-Arenoso,3.86,-74.93,28.059562841530052,881.7,75.42322404371585,2583.1,783804792,44,13.73,2765.173076923077,45513.7,58,71.1,41508,9066,173135.3,92.71
2024,Tolima,Purificacion,Maiz,6866.6,24063.6,3.5,Alta,5.57,280,1.77,10.85,Franco-Arcilloso,3.86,-74.93,28.059562841530052,881.7,75.42322404371585,2583.1,504653462,113,11.6,2058.5,45513.7,58,71.1,41508,9066,173135.3,92.71
2024,Tolima,Purificacion,Platano,1883.1,19783.5,10.51,Alta,6.61,280,3.69,11.05,Franco-Arenoso,3.86,-74.93,28.059562841530052,881.7,75.42322404371585,2583.1,759032197,78,13.25,1774.1153846153845,45513.7,58,71.1,41508,9066,173135.3,92.71
2025,Tolima,Purificacion,Cafe,3012.3,868.2,0.29,No Apta,6.34,280,1.89,15.94,Franco,3.86,-74.93,28.05260273972603,886.1,74.98547945205479,2552.5,319652556,91,11.7,12509.576923076924,45513.7,58,71.1,20862,25864,73785.8,92.22
2025,Tolima,Purificacion,Cacao,7792.2,1016.9,0.13,No Apta,6.22,280,2.6,18.29,Franco-Arcilloso,3.86,-74.93,28.05260273972603,886.1,74.98547945205479,2552.5,322435888,31,13.79,9886.557692307691,45513.7,58,71.1,20862,25864,73785.8,92.22
2025,Tolima,Purificacion,Arroz,7198.8,33967.7,4.72,Alta,5.42,280,3.62,19.35,Franco-Arenoso,3.86,-74.93,28.05260273972603,886.1,74.98547945205479,2552.5,284327914,111,15.55,2936.846153846154,45513.7,58,71.1,20862,25864,73785.8,92.22
2025,Tolima,Purificacion,Maiz,5222.7,19055.1,3.65,Alta,5.57,280,1.77,10.85,Franco-Arcilloso,3.86,-74.93,28.05260273972603,886.1,74.98547945205479,2552.5,245262633,80,14.13,2252.269230769231,45513.7,58,71.1,20862,25864,73785.8,92.22
2025,Tolima,Purificacion,Platano,1005.1,10153.4,10.1,Alta,6.61,280,3.69,11.05,Franco-Arenoso,3.86,-74.93,28.05260273972603,886.1,74.98547945205479,2552.5,356564119,71,14.12,1965.8653846153845,45513.7,58,71.1,20862,25864,73785.8,92.22
2023,Huila,Pitalito,Cafe,502.6,581.5,1.16,Alta,6.59,1300,4.31,7.34,Franco-Arcilloso,1.85,-76.05,21.98849315068493,893.3,75.12657534246576,2552.3,312104836,29,12.46,12010.433962264151,89639.1,23,83.4,36692,7297,123490.8,96.89
2023,Huila,Pitalito,Cacao,3644.7,2054.2,0.56,Alta,6.61,1300,2.64,5.15,Franco-Arenoso,1.85,-76.05,21.98849315068493,893.3,75.12657534246576,2552.3,88974486,64,11.95,9598.11320754717,89639.1,23,83.4,36692,7297,123490.8,96.89
2023,Huila,Pitalito,Arroz,3906.1,12015.3,3.08,Baja,5.38,1300,2.3,15.52,Arcilloso,1.85,-76.05,21.98849315068493,893.3,75.12657534246576,2552.3,508236439,104,11.33,2627.754716981132,89639.1,23,83.4,36692,7297,123490.8,96.89
2023,Huila,Pitalito,Maiz,5757.0,12159.4,2.11,Baja,5.69,1300,2.08,19.16,Franco-Arcilloso,1.85,-76.05,21.98849315068493,893.3,75.12657534246576,2552.3,680087120,105,13.38,1875.245283018868,89639.1,23,83.4,36692,7297,123490.8,96.89
2023,Huila,Pitalito,Platano,2221.9,22573.4,10.16,Alta,5.56,1300,1.92,12.48,Franco,1.85,-76.05,21.98849315068493,893.3,75.12657534246576,2552.3,392584882,52,11.58,1587.5849056603774,89639.1,23,83.4,36692,7297,123490.8,96.89
2024,Huila,Pitalito,Cafe,4563.1,5226.8,1.15,Alta,6.59,1300,4.31,7.34,Franco-Arcilloso,1.85,-76.05,22.011475409836066,847.2,75.18715846994536,2598.1,435267224,18,11.12,12267.173076923076,89639.1,23,83.4,19396,15312,57441.9,95.03
2024,Huila,Pitalito,Cacao,7108.2,3784.8,0.53,Alta,6.61,1300,2.64,5.15,Franco-Arenoso,1.85,-76.05,22.011475409836066,847.2,75.18715846994536,2598.1,171104112,11,11.49,9805.307692307691,89639.1,23,83.4,19396,15312,57441.9,95.03
2024,Huila,Pitalito,Arroz,7995.9,20997.7,2.63,Baja,5.38,1300,2.3,15.52,Arcilloso,1.85,-76.05,22.011475409836066,847.2,75.18715846994536,2598.1,618774288,23,13.93,2765.173076923077,89639.1,23,83.4,19396,15312,57441.9,95.03
